onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	2	n02190790_15121	5	5	n03716966_28524	9	9	49	34.003787
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	1	n02190790_15121	5	5	n02190790_15121	5	5	45	0.000000
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	1	n01621127_19020	2	2	n02690373_7713	6	6	16	49.620059
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	1	n02128385_20264	3	3	n02690373_7713	6	6	26	57.699220
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	1	n02139199_10398	4	4	n02882301_14188	7	7	37	66.067766
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	1	n02690373_7713	6	6	n04252077_10859	10	10	60	74.253420
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	1	n04252077_10859	10	10	n04252077_10859	10	10	100	0.000000
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	2	n01621127_19020	2	2	n01443537_22563	1	1	11	90.049245
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	2	n01443537_22563	1	1	n02190790_15121	5	5	5	99.190470
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	1	n02128385_20264	3	3	n02128385_20264	3	3	23	0.000000
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	1	n03716966_28524	9	9	n01621127_19020	2	2	82	114.467429
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	2	n02690373_7713	6	6	n01443537_22563	1	1	51	121.612270
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	1	n03716966_28524	9	9	n04252077_10859	10	10	90	130.149602
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	2	n02690373_7713	6	6	n02139199_10398	4	4	54	137.498641
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	1	n04252077_10859	10	10	n02190790_15121	5	5	95	146.381488
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	1	n03710193_22225	8	8	n02128385_20264	3	3	73	153.962456
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	2	n02139199_10398	4	4	n04252077_10859	10	10	40	162.847316
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	2	n02190790_15121	5	5	n02690373_7713	6	6	46	169.946801
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	2	n04252077_10859	10	10	n02882301_14188	7	7	97	177.378290
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	2	n01621127_19020	2	2	n02190790_15121	5	5	15	185.013301
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	2	n02882301_14188	7	7	n02690373_7713	6	6	66	193.562824
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	1	n02690373_7713	6	6	n03710193_22225	8	8	58	201.392352
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	2	n02139199_10398	4	4	n02139199_10398	4	4	34	0.000000
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	1	n02882301_14188	7	7	n03710193_22225	8	8	68	217.943929
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	1	n03716966_28524	9	9	n03716966_28524	9	9	89	0.000000
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	1	n04252077_10859	10	10	n02128385_20264	3	3	93	234.125610
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	2	n01621127_19020	2	2	n01621127_19020	2	2	12	0.000000
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	1	n01443537_22563	1	1	n04252077_10859	10	10	10	250.540584
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	2	n02882301_14188	7	7	n02128385_20264	3	3	63	260.258818
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	1	n02690373_7713	6	6	n02690373_7713	6	6	56	0.000000
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	2	n01443537_22563	1	1	n03716966_28524	9	9	9	273.770309
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
