onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	2	n02190790_15121	5	5	n03710193_22225	8	8	48	33.325671
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	1	n01443537_22563	1	1	n02882301_14188	7	7	7	42.157604
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	1	n02882301_14188	7	7	n01621127_19020	2	2	62	50.318026
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	1	n04252077_10859	10	10	n01621127_19020	2	2	92	60.060213
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	2	n03716966_28524	9	9	n02128385_20264	3	3	83	65.621838
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	2	n02190790_15121	5	5	n02190790_15121	5	5	45	0.000000
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	1	n04252077_10859	10	10	n02128385_20264	3	3	93	81.556249
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	2	n01443537_22563	1	1	n03710193_22225	8	8	8	89.460174
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	1	n02690373_7713	6	6	n01621127_19020	2	2	52	98.529196
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	1	n03716966_28524	9	9	n02190790_15121	5	5	85	106.004346
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	2	n01443537_22563	1	1	n02139199_10398	4	4	4	112.991505
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	1	n01621127_19020	2	2	n02139199_10398	4	4	14	121.939246
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	1	n01443537_22563	1	1	n02128385_20264	3	3	3	130.588089
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	1	n02139199_10398	4	4	n03716966_28524	9	9	39	138.404643
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	1	n03716966_28524	9	9	n03716966_28524	9	9	89	0.000000
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	1	n01443537_22563	1	1	n03716966_28524	9	9	9	153.653750
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	1	n02690373_7713	6	6	n03710193_22225	8	8	58	163.537151
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	1	n02190790_15121	5	5	n02139199_10398	4	4	44	172.003771
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	1	n04252077_10859	10	10	n02139199_10398	4	4	94	180.318290
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	2	n02882301_14188	7	7	n02190790_15121	5	5	65	187.401211
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	2	n02139199_10398	4	4	n03710193_22225	8	8	38	193.767884
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	1	n02128385_20264	3	3	n02882301_14188	7	7	27	201.467777
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	1	n03710193_22225	8	8	n03716966_28524	9	9	79	210.334001
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	2	n02128385_20264	3	3	n01621127_19020	2	2	22	216.935198
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	1	n02882301_14188	7	7	n03716966_28524	9	9	69	225.683673
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	1	n03716966_28524	9	9	n02690373_7713	6	6	86	234.484878
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	1	n02882301_14188	7	7	n02882301_14188	7	7	67	0.000000
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	2	n04252077_10859	10	10	n02882301_14188	7	7	97	250.600898
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	1	n04252077_10859	10	10	n01443537_22563	1	1	91	257.798171
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	1	n02139199_10398	4	4	n02139199_10398	4	4	34	0.000000
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	1	n04252077_10859	10	10	n02690373_7713	6	6	96	274.115705
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
