onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	2	n02190790_15121	5	5	n04252077_10859	10	10	50	33.629151
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	2	n02190790_15121	5	5	n02128385_20264	3	3	43	41.396264
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	1	n01443537_22563	1	1	n03710193_22225	8	8	8	49.547838
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	1	n02882301_14188	7	7	n02190790_15121	5	5	65	58.411346
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	2	n01621127_19020	2	2	n01621127_19020	2	2	12	0.000000
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	2	n02882301_14188	7	7	n03716966_28524	9	9	69	73.761214
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	2	n03710193_22225	8	8	n04252077_10859	10	10	80	81.861653
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	2	n04252077_10859	10	10	n01621127_19020	2	2	92	89.809806
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	1	n02128385_20264	3	3	n02139199_10398	4	4	24	97.736730
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	2	n03710193_22225	8	8	n01621127_19020	2	2	72	105.842969
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	2	n03716966_28524	9	9	n03716966_28524	9	9	89	0.000000
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	2	n01443537_22563	1	1	n02690373_7713	6	6	6	121.838297
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	1	n02690373_7713	6	6	n02690373_7713	6	6	56	0.000000
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	1	n03716966_28524	9	9	n01621127_19020	2	2	82	138.106055
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	2	n02190790_15121	5	5	n02690373_7713	6	6	46	145.671866
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	1	n03710193_22225	8	8	n02190790_15121	5	5	75	153.955181
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	2	n02690373_7713	6	6	n02139199_10398	4	4	54	161.723338
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	1	n02128385_20264	3	3	n03710193_22225	8	8	28	170.039321
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	1	n03710193_22225	8	8	n02690373_7713	6	6	76	178.156371
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	1	n03710193_22225	8	8	n02139199_10398	4	4	74	186.504770
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	2	n01621127_19020	2	2	n02882301_14188	7	7	17	193.840056
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	1	n04252077_10859	10	10	n03716966_28524	9	9	99	202.020820
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	2	n04252077_10859	10	10	n04252077_10859	10	10	100	0.000000
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	2	n02139199_10398	4	4	n02882301_14188	7	7	37	217.936678
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	2	n02139199_10398	4	4	n04252077_10859	10	10	40	225.538712
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	1	n03710193_22225	8	8	n03710193_22225	8	8	78	0.000000
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	2	n02882301_14188	7	7	n01443537_22563	1	1	61	241.754569
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	2	n01443537_22563	1	1	n02190790_15121	5	5	5	249.831899
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	2	n03710193_22225	8	8	n03716966_28524	9	9	79	257.601685
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	2	n02882301_14188	7	7	n03710193_22225	8	8	68	265.950714
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	2	n02882301_14188	7	7	n02882301_14188	7	7	67	0.000000
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
