onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	n03038480_7843	55	440	0.000000
40	8	1	n03918737_22699	101	805	0.000000
48	8	1	n02841315_14915	48	379	0.000000
56	8	1	n03467796_3445	73	578	0.000000
64	8	1	n04612026_10008	142	1129	0.000000
72	8	1	n01768244_11944	7	50	0.000000
80	8	2	n01768244_11944	7	50	81.029004
88	8	1	n04373894_59446	126	1008	0.000000
96	8	1	n04398044_13032	128	1018	0.000000
104	8	1	n03623556_16837	86	682	0.000000
112	8	1	n04442441_4452	135	1075	0.000000
120	8	1	n03721384_22007	91	723	0.000000
128	8	1	n01787835_9197	11	88	0.000000
136	8	1	n03187595_3646	60	474	0.000000
144	8	1	n04591713_5928	141	1126	0.000000
152	8	1	n04168199_9781	114	911	0.000000
160	8	1	n04442312_24134	134	1071	0.000000
168	8	1	n03924679_11429	102	809	0.000000
176	8	1	n04225987_12703	117	929	0.000000
184	8	2	n04225987_12703	117	929	0.000000
192	8	1	n01877134_11102	14	107	0.000000
200	8	1	n04113406_21007	110	876	0.000000
208	8	1	n02799175_15265	43	340	0.000000
216	8	1	n01784675_9652	10	80	0.000000
224	8	1	n02374451_15307	30	236	0.000000
232	8	1	n02445715_3558	34	270	0.000000
240	8	1	n07734017_2386	143	1140	0.000000
248	8	1	n04154565_12763	113	898	0.000000
256	8	1	n02317335_11408	28	217	0.000000
264	8	1	n03063599_2682	56	441	0.000000
272	8	1	n02481823_15941	37	291	0.000000
280	8	1	n03837869_4261	99	786	0.000000
288	8	1	n04284002_18325	123	982	0.000000
296	8	1	n01726692_9090	6	48	0.000000
304	8	1	n01639765_40261	2	12	0.000000
312	8	1	n02226429_17436	25	199	0.000000
320	8	2	n02226429_17436	25	199	0.000000
328	8	1	n04272054_61432	121	968	0.000000
336	8	1	n03436182_12885	71	563	0.000000
344	8	1	n03950228_35453	103	822	0.000000
352	8	1	n02055803_9893	20	160	0.000000
360	8	1	n03665924_52000	90	718	0.000000
368	8	2	n03665924_52000	90	718	0.000000
376	8	1	n12582231_44661	148	1184	0.000000
384	8	1	n03544143_11110	81	641	0.000000
392	8	1	n01944390_20511	15	117	0.000000
400	8	1	n02808440_43249	46	366	0.000000
408	8	1	n04401680_26778	129	1029	0.000000
416	8	1	n01772222_11060	9	66	0.000000
424	8	1	n02769748_20423	42	330	0.000000
432	8	1	n04146614_10473	112	890	0.000000
440	8	1	n03394916_47877	67	536	0.000000
448	8	1	n01855672_11785	13	97	0.000000
456	8	1	n03602883_12467	82	651	0.000000
464	8	2	n03602883_12467	82	651	465.037714
472	6	-2	n/a	n/a	n/a	0.000000
