onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	2	n02882301_14188	7	7	n01621127_19020	2	2	62	34.593939
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	2	n03710193_22225	8	8	n03716966_28524	9	9	79	42.141763
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	2	n02128385_20264	3	3	n02128385_20264	3	3	23	0.000000
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	1	n02882301_14188	7	7	n02139199_10398	4	4	64	57.662261
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	2	n04252077_10859	10	10	n04252077_10859	10	10	100	0.000000
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	1	n01621127_19020	2	2	n02690373_7713	6	6	16	74.956577
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	1	n04252077_10859	10	10	n02128385_20264	3	3	93	81.806448
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	1	n02128385_20264	3	3	n01621127_19020	2	2	22	90.222558
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	2	n02882301_14188	7	7	n02882301_14188	7	7	67	0.000000
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	2	n03716966_28524	9	9	n02190790_15121	5	5	85	106.823477
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	2	n04252077_10859	10	10	n03716966_28524	9	9	99	114.225782
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	1	n02139199_10398	4	4	n03716966_28524	9	9	39	121.889201
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	2	n02190790_15121	5	5	n01621127_19020	2	2	42	0.000000
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	1	n01443537_22563	1	1	n02128385_20264	3	3	3	0.000000
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	1	n01621127_19020	2	2	n03716966_28524	9	9	19	0.000000
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	1	n03716966_28524	9	9	n03716966_28524	9	9	89	0.000000
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	2	n01443537_22563	1	1	n02190790_15121	5	5	5	162.252553
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	2	n04252077_10859	10	10	n01443537_22563	1	1	91	170.154867
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	2	n03710193_22225	8	8	n04252077_10859	10	10	80	178.299161
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	1	n02690373_7713	6	6	n03710193_22225	8	8	58	186.236452
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	2	n02690373_7713	6	6	n03716966_28524	9	9	59	194.186261
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	1	n04252077_10859	10	10	n02139199_10398	4	4	94	202.185582
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	2	n01443537_22563	1	1	n01443537_22563	1	1	1	0.000000
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	2	n01443537_22563	1	1	n02139199_10398	4	4	4	217.849183
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	2	n04252077_10859	10	10	n02190790_15121	5	5	95	226.619057
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	2	n02690373_7713	6	6	n01443537_22563	1	1	51	234.064483
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	1	n02128385_20264	3	3	n03716966_28524	9	9	29	242.416737
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	1	n02882301_14188	7	7	n02128385_20264	3	3	63	251.066767
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	1	n02139199_10398	4	4	n02128385_20264	3	3	33	258.366272
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	2	n03710193_22225	8	8	n01621127_19020	2	2	72	266.201135
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	1	n01621127_19020	2	2	n04252077_10859	10	10	20	274.197040
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
