onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	2	n01443537_22563	1	1	n03716966_28524	9	9	9	35.680189
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	1	n03716966_28524	9	9	n02690373_7713	6	6	86	41.794910
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	2	n04252077_10859	10	10	n03710193_22225	8	8	98	49.644363
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	1	n02690373_7713	6	6	n02128385_20264	3	3	53	58.077431
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	2	n02128385_20264	3	3	n02882301_14188	7	7	27	66.292876
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	1	n02139199_10398	4	4	n02190790_15121	5	5	35	74.158870
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	2	n03710193_22225	8	8	n02139199_10398	4	4	74	82.393844
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	1	n02690373_7713	6	6	n01621127_19020	2	2	52	90.226015
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	1	n02139199_10398	4	4	n02690373_7713	6	6	36	98.193382
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	1	n01621127_19020	2	2	n02882301_14188	7	7	17	106.337898
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	1	n02882301_14188	7	7	n03716966_28524	9	9	69	114.340766
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	1	n02128385_20264	3	3	n01443537_22563	1	1	21	122.241278
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	2	n02882301_14188	7	7	n03710193_22225	8	8	68	130.158718
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	2	n04252077_10859	10	10	n04252077_10859	10	10	100	0.000000
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	2	n03710193_22225	8	8	n02190790_15121	5	5	75	146.126893
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	1	n03716966_28524	9	9	n03710193_22225	8	8	88	153.840170
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	2	n02190790_15121	5	5	n02690373_7713	6	6	46	162.755825
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	1	n01621127_19020	2	2	n02128385_20264	3	3	13	170.349174
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	2	n01443537_22563	1	1	n02690373_7713	6	6	6	178.132998
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	1	n02190790_15121	5	5	n04252077_10859	10	10	50	186.721478
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	2	n02190790_15121	5	5	n02190790_15121	5	5	45	0.000000
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	2	n01443537_22563	1	1	n01443537_22563	1	1	1	0.000000
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	2	n02690373_7713	6	6	n02882301_14188	7	7	57	209.685343
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	1	n04252077_10859	10	10	n02882301_14188	7	7	97	218.240891
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	2	n02139199_10398	4	4	n01621127_19020	2	2	32	225.885359
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	2	n04252077_10859	10	10	n02690373_7713	6	6	96	234.216923
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	1	n03710193_22225	8	8	n02690373_7713	6	6	76	242.218203
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	1	n04252077_10859	10	10	n01621127_19020	2	2	92	250.182766
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	1	n01621127_19020	2	2	n01621127_19020	2	2	12	0.000000
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	1	n02882301_14188	7	7	n02882301_14188	7	7	67	0.000000
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	2	n01621127_19020	2	2	n03710193_22225	8	8	18	273.700493
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
