onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	1	n02190790_15121	5	5	n01443537_22563	1	1	41	33.819353
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	1	n02882301_14188	7	7	n03716966_28524	9	9	69	41.787109
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	2	n01443537_22563	1	1	n03716966_28524	9	9	9	48.969012
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	1	n02139199_10398	4	4	n02139199_10398	4	4	34	57.468410
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	1	n02139199_10398	4	4	n03716966_28524	9	9	39	65.600972
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	2	n02139199_10398	4	4	n01621127_19020	2	2	32	73.299597
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	2	n02139199_10398	4	4	n02190790_15121	5	5	35	82.133940
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	1	n04252077_10859	10	10	n02190790_15121	5	5	95	89.700161
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	1	n02690373_7713	6	6	n02882301_14188	7	7	57	98.347985
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	1	n01621127_19020	2	2	n04252077_10859	10	10	20	105.665504
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	2	n02690373_7713	6	6	n01443537_22563	1	1	51	114.149094
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	1	n03710193_22225	8	8	n02128385_20264	3	3	73	121.748593
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	1	n03710193_22225	8	8	n02139199_10398	4	4	74	130.248155
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	2	n03716966_28524	9	9	n03716966_28524	9	9	89	0.000000
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	1	n01621127_19020	2	2	n03716966_28524	9	9	19	146.147213
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	2	n02690373_7713	6	6	n04252077_10859	10	10	60	154.130805
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	2	n02190790_15121	5	5	n02190790_15121	5	5	45	0.000000
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	1	n02690373_7713	6	6	n01621127_19020	2	2	52	169.465071
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	1	n04252077_10859	10	10	n03710193_22225	8	8	98	177.729162
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	1	n02690373_7713	6	6	n02690373_7713	6	6	56	0.000000
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	1	n01621127_19020	2	2	n01443537_22563	1	1	11	194.179946
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	2	n03716966_28524	9	9	n04252077_10859	10	10	90	202.227763
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	1	n02190790_15121	5	5	n03710193_22225	8	8	48	210.059996
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	1	n03710193_22225	8	8	n03710193_22225	8	8	78	0.000000
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	1	n02190790_15121	5	5	n01621127_19020	2	2	42	225.559745
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	1	n04252077_10859	10	10	n02882301_14188	7	7	97	233.676102
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	1	n02882301_14188	7	7	n02190790_15121	5	5	65	242.375867
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	2	n02882301_14188	7	7	n01443537_22563	1	1	61	249.524003
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	1	n04252077_10859	10	10	n02139199_10398	4	4	94	257.724969
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	2	n02128385_20264	3	3	n01443537_22563	1	1	21	264.891195
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	1	n03716966_28524	9	9	n02190790_15121	5	5	85	274.161222
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
