onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	n04442441_5660	135	1077	0.000000
40	8	1	n03496296_4945	77	615	0.000000
48	8	1	n04255586_2163	120	954	0.000000
56	8	2	n04255586_2163	120	954	57.107851
64	8	1	n04587559_10400	140	1113	0.000000
72	8	1	n02445715_15094	34	268	0.000000
80	8	1	n12582231_27245	148	1181	0.000000
88	8	1	n04123740_16246	111	886	0.000000
96	8	1	n01645776_10130	3	17	0.000000
104	8	1	n04272054_15977	121	961	0.000000
112	8	1	n03483823_6332	75	596	0.000000
120	8	1	n03209910_8951	61	488	0.000000
128	8	1	n03792782_8413	96	768	0.000000
136	8	1	n04398044_17494	128	1021	0.000000
144	8	1	n03649909_42614	89	712	0.000000
152	8	1	n03543603_9964	80	640	0.000000
160	8	1	n03950228_20813	103	819	0.000000
168	8	1	n04284002_21913	123	984	0.000000
176	8	1	n02766534_21124	41	326	0.000000
184	8	1	n02054036_17099	19	147	0.000000
192	8	1	n02055803_7877	20	157	0.000000
200	8	2	n02055803_7877	20	157	201.023284
208	8	1	n01772222_12347	9	69	0.000000
216	8	2	n01772222_12347	9	69	0.000000
224	8	1	n04412416_12151	132	1051	0.000000
232	8	1	n04168199_9648	114	910	0.000000
240	8	1	n01664990_65	4	31	0.000000
248	8	1	n04090263_10441	109	865	0.000000
256	8	1	n04044716_16479	106	844	0.000000
264	8	1	n03494278_30876	76	604	0.000000
272	8	1	n01833805_13294	12	94	0.000000
280	8	1	n04376876_10606	127	1010	0.000000
288	8	1	n02317335_6776	28	224	0.000000
296	8	1	n04070727_21435	107	852	0.000000
304	8	1	n01726692_21053	6	42	0.000000
312	8	1	n03607659_8657	83	664	0.000000
320	8	1	n02885462_20113	51	406	0.000000
328	8	1	n03187595_5735	60	475	0.000000
336	8	1	n01704323_9812	5	40	0.000000
344	8	1	n07734017_7308	143	1143	0.000000
352	8	2	n07734017_7308	143	1143	357.036843
360	8	1	n03512147_489	78	622	0.000000
368	8	1	n04419073_13393	133	1059	0.000000
376	8	1	n03335030_21952	64	508	0.000000
384	8	1	n02346627_7809	29	232	0.000000
392	8	1	n03793489_13628	97	771	0.000000
400	8	1	n04197391_8396	116	928	0.000000
408	8	2	n04197391_8396	116	928	409.097033
416	8	1	n01855672_15310	13	101	0.000000
424	8	1	n04442312_13628	134	1067	0.000000
432	8	1	n01877134_10188	14	105	0.000000
440	8	1	n03815615_5104	98	782	0.000000
448	8	1	n01787835_10392	11	82	0.000000
456	8	1	n03085013_21300	58	458	0.000000
464	8	1	n02236241_6815	27	214	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
