onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	1	n01443537_22563	1	1	n02882301_14188	7	7	7	34.492185
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	1	n02128385_20264	3	3	n02690373_7713	6	6	26	42.596909
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	2	n02190790_15121	5	5	n04252077_10859	10	10	50	50.510511
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	2	n01443537_22563	1	1	n02690373_7713	6	6	6	58.571290
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	1	n03716966_28524	9	9	n03716966_28524	9	9	89	0.000000
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	1	n03710193_22225	8	8	n02190790_15121	5	5	75	74.557802
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	1	n02128385_20264	3	3	n02128385_20264	3	3	23	0.000000
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	1	n02139199_10398	4	4	n01621127_19020	2	2	32	90.619085
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	1	n03716966_28524	9	9	n01443537_22563	1	1	81	98.234325
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	2	n01621127_19020	2	2	n01443537_22563	1	1	11	106.454541
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	1	n04252077_10859	10	10	n02128385_20264	3	3	93	114.352883
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	2	n02139199_10398	4	4	n03710193_22225	8	8	38	122.507686
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	2	n01443537_22563	1	1	n01443537_22563	1	1	1	0.000000
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	2	n02882301_14188	7	7	n02690373_7713	6	6	66	138.487025
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	1	n02882301_14188	7	7	n04252077_10859	10	10	70	146.585595
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	1	n02128385_20264	3	3	n02882301_14188	7	7	27	154.490273
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	1	n01621127_19020	2	2	n01621127_19020	2	2	12	0.000000
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	1	n03710193_22225	8	8	n02882301_14188	7	7	77	170.450686
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	1	n03716966_28524	9	9	n02128385_20264	3	3	83	178.669313
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	1	n01621127_19020	2	2	n04252077_10859	10	10	20	186.532502
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	1	n02882301_14188	7	7	n02882301_14188	7	7	67	0.000000
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	2	n03710193_22225	8	8	n01443537_22563	1	1	71	202.584796
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	2	n02128385_20264	3	3	n02190790_15121	5	5	25	210.431763
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	2	n02139199_10398	4	4	n03716966_28524	9	9	39	218.503511
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	1	n02882301_14188	7	7	n01621127_19020	2	2	62	226.490473
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	1	n03710193_22225	8	8	n03710193_22225	8	8	78	0.000000
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	1	n03710193_22225	8	8	n02128385_20264	3	3	73	242.690721
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	1	n03716966_28524	9	9	n02190790_15121	5	5	85	250.456358
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	2	n03710193_22225	8	8	n02690373_7713	6	6	76	258.554822
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	1	n02882301_14188	7	7	n02190790_15121	5	5	65	266.470633
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	1	n02190790_15121	5	5	n01443537_22563	1	1	41	274.465140
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
