onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	n02236241_8966	27	216	0.000000
40	8	1	n04070727_21435	107	852	0.000000
48	8	1	n02131653_5107	24	190	0.000000
56	8	1	n04401680_22803	129	1027	0.000000
64	8	1	n03079230_20064	57	451	0.000000
72	8	1	n01664990_16740	4	27	0.000000
80	8	1	n04154565_35063	113	904	0.000000
88	8	1	n03543603_7440	80	638	0.000000
96	8	1	n02317335_11408	28	217	0.000000
104	8	1	n04442312_11854	134	1066	0.000000
112	8	1	n03544143_4767	81	646	0.000000
120	8	1	n02068974_13351	21	162	0.000000
128	8	1	n04419073_14805	133	1060	0.000000
136	8	2	n04419073_14805	133	1060	137.038503
144	8	1	n04233124_24091	118	944	0.000000
152	8	1	n02391049_3228	31	244	0.000000
160	8	1	n03642806_15854	87	690	0.000000
168	8	1	n01944390_18585	15	114	0.000000
176	8	1	n01726692_8975	6	47	0.000000
184	8	1	n04254680_43	119	952	0.000000
192	8	1	n03886762_21877	100	798	0.000000
200	8	1	n02508213_13042	39	307	0.000000
208	8	1	n02055803_9018	20	159	0.000000
216	8	2	n02055803_9018	20	159	216.520291
224	8	1	n01518878_10042	1	1	0.000000
232	8	1	n03261776_16887	63	498	0.000000
240	8	1	n03924679_6907	102	814	0.000000
248	8	1	n03623556_8389	86	687	0.000000
256	8	2	n03623556_8389	86	687	257.035658
264	8	1	n03607659_1968	83	658	0.000000
272	8	1	n02481823_18421	37	292	0.000000
280	8	1	n01784675_9652	10	80	0.000000
288	8	1	n03335030_10544	64	505	0.000000
296	8	1	n01768244_11944	7	50	0.000000
304	8	1	n02346627_2234	29	230	0.000000
312	8	1	n04591713_4821	141	1124	0.000000
320	8	1	n11978233_20269	147	1171	0.000000
328	8	1	n04090263_30280	109	869	0.000000
336	8	2	n04090263_30280	109	869	337.034115
344	8	1	n02005790_1902	18	140	0.000000
352	8	1	n04398044_17494	128	1021	0.000000
360	8	1	n04409806_8542	131	1047	0.000000
368	8	1	n02439033_17123	33	260	0.000000
376	8	1	n01645776_9693	3	23	0.000000
384	8	1	n03541923_9436	79	632	0.000000
392	8	1	n03609235_7271	84	672	0.000000
400	8	1	n03746005_7486	93	742	0.000000
408	8	1	n03436182_11486	71	561	0.000000
416	8	1	n02374451_12720	30	234	0.000000
424	8	1	n03612010_9076	85	680	0.000000
432	8	2	n03612010_9076	85	680	433.032194
440	8	1	n04123740_13353	111	883	0.000000
448	8	1	n01770393_21218	8	61	0.000000
456	8	1	n01833805_12464	12	92	0.000000
464	8	1	n04168199_10620	114	906	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
