onset	duration	trial_type	attended_stimulus_name	attended_category_index	attended_image_index	unattended_stimulus_name	unattended_category_index	unattended_image_index	unique_image_index	response_time
0	32	-1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
32	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
34	6	2	n02190790_15121	5	5	n02190790_15121	5	5	45	0.000000
40	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
42	6	2	n02882301_14188	7	7	n02690373_7713	6	6	66	41.154779
48	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
50	6	1	n03716966_28524	9	9	n01621127_19020	2	2	82	49.604427
56	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
58	6	1	n03716966_28524	9	9	n03716966_28524	9	9	89	0.000000
64	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
66	6	2	n02139199_10398	4	4	n04252077_10859	10	10	40	64.837179
72	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
74	6	1	n03710193_22225	8	8	n03710193_22225	8	8	78	0.000000
80	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
82	6	1	n02882301_14188	7	7	n02190790_15121	5	5	65	81.734999
88	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
90	6	2	n02128385_20264	3	3	n02690373_7713	6	6	26	89.618111
96	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
98	6	1	n02882301_14188	7	7	n01621127_19020	2	2	62	97.620580
104	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
106	6	2	n02139199_10398	4	4	n02139199_10398	4	4	34	0.000000
112	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
114	6	1	n04252077_10859	10	10	n02882301_14188	7	7	97	113.619336
120	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
122	6	2	n03716966_28524	9	9	n03710193_22225	8	8	88	120.885759
128	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
130	6	2	n01443537_22563	1	1	n02690373_7713	6	6	6	128.984305
136	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
138	6	2	n02690373_7713	6	6	n04252077_10859	10	10	60	137.117460
144	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
146	6	2	n03716966_28524	9	9	n02128385_20264	3	3	83	145.568399
152	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
154	6	1	n02190790_15121	5	5	n01621127_19020	2	2	42	154.585279
160	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
162	6	2	n02690373_7713	6	6	n03716966_28524	9	9	59	160.785180
168	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
170	6	1	n02190790_15121	5	5	n01443537_22563	1	1	41	169.584520
176	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
178	6	2	n02139199_10398	4	4	n01443537_22563	1	1	31	176.850205
184	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
186	6	2	n01443537_22563	1	1	n01443537_22563	1	1	1	0.000000
192	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
194	6	2	n02139199_10398	4	4	n03716966_28524	9	9	39	193.667716
200	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
202	6	1	n04252077_10859	10	10	n01621127_19020	2	2	92	201.800916
208	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
210	6	2	n03710193_22225	8	8	n02190790_15121	5	5	75	209.866713
216	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
218	6	2	n01443537_22563	1	1	n01621127_19020	2	2	2	217.550235
224	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
226	6	2	n03716966_28524	9	9	n02190790_15121	5	5	85	224.767717
232	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
234	6	1	n03716966_28524	9	9	n01443537_22563	1	1	81	233.833743
240	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
242	6	2	n02128385_20264	3	3	n01443537_22563	1	1	21	240.733460
248	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
250	6	1	n02139199_10398	4	4	n03710193_22225	8	8	38	249.684336
256	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
258	6	2	n01443537_22563	1	1	n04252077_10859	10	10	10	256.799463
264	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
266	6	1	n02882301_14188	7	7	n02139199_10398	4	4	64	265.566444
272	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
274	6	2	n02882301_14188	7	7	n03710193_22225	8	8	68	273.098641
280	2	-3	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.000000
