onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	n02084071_23836	22	172	0.000000
40	8	1	n03815615_7628	98	783	0.000000
48	8	1	n03950228_18190	103	818	0.000000
56	8	1	n02481823_23004	37	294	0.000000
64	8	1	n03512147_23	78	618	0.000000
72	8	1	n04009552_18384	105	837	0.000000
80	8	1	n04482393_6359	137	1096	0.000000
88	8	1	n03359137_26112	66	524	0.000000
96	8	1	n02236241_14526	27	210	0.000000
104	8	1	n02802215_9364	45	360	0.000000
112	8	1	n03496296_11413	77	610	0.000000
120	8	1	n02799175_16780	43	342	0.000000
128	8	1	n04272054_38478	121	964	0.000000
136	8	2	n04272054_38478	121	964	137.031298
144	8	1	n03602883_14315	82	652	0.000000
152	8	1	n04587559_7411	140	1120	0.000000
160	8	1	n04154565_17456	113	901	0.000000
168	8	1	n04419073_17022	133	1061	0.000000
176	8	1	n03436182_7185	71	567	0.000000
184	8	1	n03642806_18985	87	692	0.000000
192	8	1	n03760671_6434	94	749	0.000000
200	8	1	n03543603_6861	80	637	0.000000
208	8	1	n04313503_20808	124	987	0.000000
216	8	2	n04313503_20808	124	987	217.029605
224	8	1	n01726692_18809	6	41	0.000000
232	8	1	n11978233_16933	147	1169	0.000000
240	8	1	n03085013_23944	58	462	0.000000
248	8	1	n03623556_20302	86	684	0.000000
256	8	2	n03623556_20302	86	684	257.028815
264	8	1	n04233124_24091	118	944	0.000000
272	8	1	n02882647_20395	50	396	0.000000
280	8	1	n03038480_2196	55	435	0.000000
288	8	1	n02974003_8812	53	423	0.000000
296	8	1	n01664990_7133	4	32	0.000000
304	8	1	n01518878_14910	1	4	0.000000
312	8	1	n03790512_13675	95	755	0.000000
320	8	1	n02068974_17710	21	163	0.000000
328	8	1	n04612026_2384	142	1130	0.000000
336	8	2	n04612026_2384	142	1130	337.027335
344	8	1	n02503517_10053	38	297	0.000000
352	8	1	n03063599_3234	56	442	0.000000
360	8	1	n03209910_22305	61	483	0.000000
368	8	1	n04146614_6366	112	894	0.000000
376	8	1	n01772222_12605	9	70	0.000000
384	8	1	n02480855_20865	36	286	0.000000
392	8	1	n03079230_33060	57	454	0.000000
400	8	1	n03483823_6872	75	597	0.000000
408	8	1	n03793489_16155	97	773	0.000000
416	8	1	n02769748_32217	42	332	0.000000
424	8	1	n02508213_11465	39	306	0.000000
432	8	2	n02508213_11465	39	306	0.000000
440	8	1	n02814860_12908	47	369	0.000000
448	8	1	n03394916_33757	67	533	0.000000
456	8	1	n01645776_8879	3	20	0.000000
464	8	1	n03837869_9127	99	792	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
