onset	duration	trial_type	stimulus_name	category_index	image_index	response_time
0	32	-1	n/a	n/a	n/a	0.000000
32	8	1	n04401680_21301	129	1026	0.000000
40	8	1	n04233124_15821	118	941	0.000000
48	8	1	n12596148_4874	149	1187	0.000000
56	8	2	n12596148_4874	149	1187	57.032279
64	8	1	n03085013_23397	58	460	0.000000
72	8	1	n03815615_8756	98	784	0.000000
80	8	1	n03649909_24607	89	711	0.000000
88	8	1	n04090263_6394	109	871	0.000000
96	8	1	n02054036_12238	19	145	0.000000
104	8	1	n02391049_6026	31	246	0.000000
112	8	1	n02808440_15163	46	362	0.000000
120	8	2	n02808440_15163	46	362	121.031035
128	8	1	n04255586_3274	120	955	0.000000
136	8	1	n03743279_11113	92	729	0.000000
144	8	1	n04555897_7654	139	1112	0.000000
152	8	1	n02802215_13634	45	353	0.000000
160	8	1	n03335030_18236	64	507	0.000000
168	8	1	n03790512_11206	95	753	0.000000
176	8	1	n03472535_190	74	587	0.000000
184	8	1	n04272054_56965	121	967	0.000000
192	8	1	n03721384_14643	91	721	0.000000
200	8	1	n03612010_16528	85	675	0.000000
208	8	1	n02481823_15941	37	291	0.000000
216	8	1	n02374451_18054	30	239	0.000000
224	8	1	n01768244_7788	7	53	0.000000
232	8	1	n04180888_1515	115	914	0.000000
240	8	1	n02472293_3508	35	278	0.000000
248	8	1	n04154565_17456	113	901	0.000000
256	8	1	n03541923_11509	79	625	0.000000
264	8	1	n02445715_13221	34	267	0.000000
272	8	1	n02480855_11704	36	281	0.000000
280	8	1	n12582231_20158	148	1178	0.000000
288	8	2	n12582231_20158	148	1178	289.027835
296	8	1	n04442441_7248	135	1080	0.000000
304	8	1	n02432983_9121	32	256	0.000000
312	8	1	n01963571_16954	16	123	0.000000
320	8	1	n03924679_9022	102	815	0.000000
328	8	1	n04225987_5124	117	931	0.000000
336	8	1	n03345487_2612	65	516	0.000000
344	8	1	n04442312_10246	134	1065	0.000000
352	8	1	n01784675_15243	10	75	0.000000
360	8	1	n03642806_22775	87	694	0.000000
368	8	1	n04070727_9914	107	856	0.000000
376	8	2	n04070727_9914	107	856	377.026159
384	8	1	n04477387_6623	136	1085	0.000000
392	8	1	n02233338_9484	26	208	0.000000
400	8	1	n04409515_3798	130	1037	0.000000
408	8	1	n03261776_31671	63	503	0.000000
416	8	1	n02084071_28249	22	174	0.000000
424	8	1	n02346627_17176	29	228	0.000000
432	8	1	n01704323_9172	5	39	0.000000
440	8	1	n02943871_6541	52	414	0.000000
448	8	1	n04273569_14844	122	971	0.000000
456	8	2	n04273569_14844	122	971	460.024557
464	8	1	n03085219_4267	59	467	0.000000
472	6	-2	n/a	n/a	n/a	0.000000
